City Name,News_Source,Country,Coordinates
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Iwanuma,NIA,"岩沼市, 宮城県, 日本","(38.1042874, 140.8701494)"
Sandy,NIA,"Sandy, Salt Lake County, Utah, United States","(40.5710454, -111.8953815)"
Shaping,NIA,"峨边县, 峨边彝族自治县, 乐山市, 四川省, 中国","(29.2307392, 103.2593769)"
Bell,NIA,"Bell County, Texas, United States","(31.0081659, -97.4314413)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Most,NIA,"Most, okres Most, Ústecký kraj, Severozápad, Česko","(50.5032737, 13.636112)"
Chapel Hill,NIA,"Chapel Hill, Orange County, North Carolina, United States","(35.9131542, -79.05578)"
Frankenberg,NIA,"Frankenberg/Sachsen, Mittelsachsen, Sachsen, 09669, Deutschland","(50.9110365, 13.0331023)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
San Diego,NIA,"San Diego, San Diego County, CAL Fire Southern Region, California, United States","(32.7174202, -117.1627728)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Green,NIA,"Green County, Kentucky, United States","(37.2433976, -85.5346302)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Normal,NIA,"Normal, McLean County, Illinois, United States","(40.5092961, -88.9843937)"
Wake Forest,NIA,"Wake Forest, Wake County, North Carolina, 27588, United States","(35.9803138, -78.5103731)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Much,NIA,"Much, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53804, Deutschland","(50.9044492, 7.4017528)"
Cocoa,NIA,"Cocoa, Brevard County, Florida, 32922, United States","(28.3553873, -80.7318827)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Manage,NIA,"Manage, Soignies, Hainaut, Wallonie, 7170, België / Belgique / Belgien","(50.5040159, 4.2355599)"
Johnson,NIA,"Johnson County, Texas, United States","(32.3766071, -97.3568623)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Minneapolis,NIA,"Minneapolis, Hennepin County, Minnesota, United States","(44.9772995, -93.2654692)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
San Francisco,NIA,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
New York,NIA,"City of New York, New York, United States","(40.7127281, -74.0060152)"
New York,NIA,"City of New York, New York, United States","(40.7127281, -74.0060152)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Florida,NIA,"Florida, United States","(27.7567667, -81.4639835)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Melbourne,NIA,"Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Chicago,NIA,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
San Francisco,NIA,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Most,NIA,"Most, okres Most, Ústecký kraj, Severozápad, Česko","(50.5032737, 13.636112)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Nelson,NIA,"Nelson, 7040, New Zealand/Aotearoa","(-41.2710849, 173.2836756)"
Lexington,NIA,"Lexington, Fayette County, Kentucky, United States","(38.0464066, -84.4970393)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Chicago,NIA,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212)"
Much,NIA,"Much, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53804, Deutschland","(50.9044492, 7.4017528)"
San Francisco,NIA,"San Francisco, CAL Fire Northern Region, California, United States","(37.7790262, -122.419906)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Of,NIA,"Of, Trabzon, Karadeniz Bölgesi, 61830, Türkiye","(40.947642, 40.2694068)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Palo Alto,NIA,"Palo Alto, Santa Clara County, CAL Fire Northern Region, California, United States","(37.4443293, -122.1598465)"
Young,NIA,"Young County, Texas, United States","(33.1508315, -98.6962766)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Much,NIA,"Much, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53804, Deutschland","(50.9044492, 7.4017528)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Chicago,NIA,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212)"
Houston,NIA,"Houston, Harris County, Texas, United States","(29.7589382, -95.3676974)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Wake Forest,NIA,"Wake Forest, Wake County, North Carolina, 27588, United States","(35.9803138, -78.5103731)"
Boston,NIA,"Boston, Suffolk County, Massachusetts, United States","(42.3554334, -71.060511)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Winston-Salem,NIA,"Winston-Salem, Forsyth County, North Carolina, United States","(36.0998131, -80.2440518)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Chapel Hill,NIA,"Chapel Hill, Orange County, North Carolina, United States","(35.9131542, -79.05578)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Jackson,NIA,"Jackson, Hinds County, Mississippi, United States","(32.3086744, -90.1983063)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Minneapolis,NIA,"Minneapolis, Hennepin County, Minnesota, United States","(44.9772995, -93.2654692)"
Maryland,NIA,"Maryland, United States","(39.5162401, -76.9382069)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Rochester,NIA,"City of Rochester, Monroe County, New York, United States","(43.157285, -77.615214)"
March,NIA,"March, GVV March-Umkirch, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79232, Deutschland","(48.0578573, 7.7790038)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Wake Forest,NIA,"Wake Forest, Wake County, North Carolina, 27588, United States","(35.9803138, -78.5103731)"
University,NIA,"大學 University, 澤祥街 Chak Cheung Street, 馬料水 Ma Liu Shui, 九肚 Kau To, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国","(22.4135688, 114.2101033)"
San Antonio,NIA,"San Antonio, Bexar County, Texas, United States","(29.4246002, -98.4951405)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
Of,NIA,"Of, Trabzon, Karadeniz Bölgesi, 61830, Türkiye","(40.947642, 40.2694068)"
Federal,NIA,"Federal, Byron Shire Council, New South Wales, 2480, Australia","(-28.6515347, 153.4557876)"
